GeneSymbol	GeneName	GFOLD	E_FDR	log2fdc	X1stRPKM	X2ndRPKM	threshold
AT5G56870	BGAL4	0	1	-1.60012	1.12396	0.46375
AT5G56880	NA	0	1	-0.185087	0	0
AT5G56890	NA	0	1	-0.33709	0.615596	0.677324
AT5G56900	NA	0	1	-0.40748	0.700089	0.722147
AT5G56910	NA	0	1	0.136841	0.809933	1.33672
AT5G56920	NA	0	1	-0.185087	0	0
AT5G56930	EMB1789	-0.535666	1	-3.64452	1.19363	0
AT5G56940	RPS16-2	0	1	0.551878	1.90171	4.23711
AT5G56950	NAP1;3	0	1	-0.77005	3.38432	2.72294
AT5G56960	BHLH41	0	1	0.814913	0	0.166383
AT5G56970	CKX3	0	1	-0.185087	0.157116	0.194479
AT5G56975	NA	0	1	-1.03308	30.8796	19.1115
AT5G56980	NA	0	1	-0.185087	0.858799	1.06303
AT5G56985	NA	0	1	0.22995	1.33164	2.47247
AT5G56990	NA	0	1	-0.185087	0	0
AT5G57000	NA	0	1	-0.185087	1.26388	1.56444
AT5G57010	IQM5	0	1	0.399875	0.142037	0.351629
AT5G57015	CKL12	0	1	-0.185087	0.973445	1.20494
AT5G57020	NMT1	0	1	-0.40748	2.83933	2.98736
AT5G57030	LUT2	0	1	-0.27255	2.14462	2.48871
AT5G57035	NA	0	1	-0.547657	1.84282	1.74433
AT5G57040	NA	0	1	-0.40748	6.63499	6.98092
AT5G57050	ABI2	0	1	0.707998	0.751016	1.85923
AT5G57060	NA	0	1	-1.50702	0.681304	0.210831
AT5G57070	NA	0	1	-1.60012	1.66132	0.685465
AT5G57080	NA	0	1	-0.77005	1.15409	0.714269
AT5G57090	PIN2	0	1	0.814913	0	0.113467
AT5G57100	NA	0	1	-0.600125	0.393439	0.324668
AT5G57110	ACA8	0	1	-0.448122	3.81521	3.92056
AT5G57120	NA	0	1	0.551878	3.31229	6.99408
AT5G57123	NA	0	1	0.814913	0	0.415468
AT5G57130	SMXL5	0	1	0.814913	0.234705	0.67788
AT5G57140	PAP28	0	1	-0.77005	0.369278	0.228548
AT5G57150	NA	0	1	-1.77005	0.540773	0.133875
AT5G57160	LIG4	0	1	-0.0151623	0.49924	0.706243
AT5G57170	NA	0	1	-0.185087	0.272035	0.336727
AT5G57180	CIA2	0	1	-0.715602	1.05401	0.869774
AT5G57190	PSD2	0	1	1.39988	0	0.273022
AT5G57200	NA	0	1	-0.185087	0	0
AT5G57210	NA	0	1	-0.507015	0.403157	0.374273
AT5G57220	CYP81F2	0	1	1.81491	0.161559	1.39985
AT5G57230	NA	0	1	-0.185087	0.676063	0.836836
AT5G57240	ORP4C	0	1	-1.77005	0.290724	0
AT5G57250	NA	0	1	0.814913	0.156043	0.482878
AT5G57260	CYP71B10	0	1	0.399875	0.172174	0.426236
AT5G57270	NA	0	1	-1.50702	0.527005	0.163083
AT5G57280	NA	0	1	0.580447	2.13516	4.69851
AT5G57290	RPP3B	0	1	-0.383633	23.4073	25.1945
AT5G57300	COQ5	0	1	-0.77005	1.61719	1.25111
AT5G57320	VLN5	0	1	1.27434	0.241111	0.994831
AT5G57330	NA	0.0681975	1	1.13684	2.33392	7.55572
AT5G57340	NA	0	1	0.399875	0.0937743	0.232149
AT5G57345	NA	0	1	-0.77005	3.142	2.47494
AT5G57350	AHA3	-0.31909	1	-0.875759	7.21424	5.49529
AT5G57360	ADO1	0	1	0.622268	0.351049	0.869061
AT5G57370	NA	0	1	0.622268	2.75614	6.20286
AT5G57380	VIN3	0	1	-0.185087	0	0
AT5G57390	AIL5	0	1	-2.50702	0.458854	0
AT5G57400	NA	0	1	-0.185087	0	0
AT5G57410	NA	0	1	-0.600125	0.464954	0.383682
AT5G57420	IAA33	0	1	0.814913	0	0.465827
AT5G57440	GPP2	0	1	-0.922053	0.915502	0.566607
AT5G57450	XRCC3	0	1	-0.185087	0	0
AT5G57460	NA	0	1	-0.391538	3.48191	3.71546
AT5G57480	NA	0	1	1.03731	0.267826	0.994551
AT5G57490	VDAC4	0	1	-0.547657	1.5924	1.47831
AT5G57500	NA	0	1	-0.185087	0.206983	0.256205
AT5G57510	NA	0	1	-0.185087	0	0
AT5G57520	ZFP2	0	1	-0.185087	0	0
AT5G57530	XTH12	0	1	-1.18509	0.249247	0
AT5G57535	NA	0	1	-0.185087	0	0
AT5G57540	XTH13	0	1	-0.185087	0	0
AT5G57550	XTH25	0	1	-2.18509	0.723741	0
AT5G57560	XTH22	0	1	-1.18509	0.898228	0.444733
AT5G57565	NA	0	1	-1.18509	0.193128	0
AT5G57567	NA	0	1	-0.185087	0	0
AT5G57569	NA	0	1	-0.185087	0	0
AT5G57570	NA	0	1	-0.185087	0	0
AT5G57580	CBP60B	0	1	-0.249218	2.4838	2.93471
AT5G57590	BIO3-BIO1	0	1	0.814913	0.102784	0.38168
AT5G57610	NA	0	1	-0.185087	1.08996	1.34916
AT5G57620	MYB36	0	1	-0.185087	0	0
AT5G57625	NA	0	1	-0.185087	0.305494	0.378142
AT5G57630	CIPK21	0	1	0.22995	0.674944	1.16963
AT5G57640	NA	0	1	-0.185087	0	0
AT5G57650	NA	0	1	-0.185087	0	0
AT5G57655	XYLA	0	1	-0.500589	7.38947	7.31739
AT5G57660	COL5	0	1	-0.77005	0.91316	0.67819
AT5G57670	NA	0	1	0.814913	0	0.175378
AT5G57685	GDU3	0	1	-0.507015	2.04188	1.9658
AT5G57690	DGK4	0	1	-1.18509	0.138726	0
AT5G57700	NA	0	1	-0.185087	0.981007	1.2143
AT5G57710	SMAX1	0	1	0.329486	2.4743	4.41391
AT5G57720	NA	0	1	0.814913	0	0.289568
AT5G57735	NA	0	1	0.814913	0	0.712829
AT5G57740	XBAT32	0	1	-0.185087	0.255489	0.316246
AT5G57750	ATL50	0	1	-0.185087	0	0
AT5G57760	NA	0	1	-0.185087	1.03304	1.27871
AT5G57770	NA	0	1	-1.18509	0.187057	0
AT5G57780	NA	0	1	-1.77005	0.536911	0
AT5G57785	NA	0	1	-2.18509	0.653132	0
AT5G57790	NA	0	1	0.814913	0	0.125067
AT5G57800	CER3	0	1	0.433823	2.97883	5.73567
AT5G57810	TET15	0	1	-0.185087	0	0
AT5G57815	COX6B-2	0	1	-0.33709	4.1665	4.58429
AT5G57820	NA	0	1	-0.185087	0	0
AT5G57830	NA	0	1	1.62227	0.176646	1.31192
AT5G57840	NA	0	1	0.814913	0	0.222087
AT5G57850	DAAT	0	1	-0.563599	2.27297	2.11012
AT5G57860	NA	0	1	-0.185087	0.280311	0.346971
AT5G57870	EIF(ISO)4G1	-0.0372042	1	-0.535585	9.67448	9.36669
AT5G57880	NA	0	1	0.814913	0	0.236497
AT5G57885	NA	0	1	-0.185087	3.96717	4.9106
AT5G57887	NA	0	1	-0.185087	0	0
AT5G57890	ASB2	0	1	0.0779471	0.962549	1.48931
AT5G57900	SKIP1	0	1	0.622268	0.749702	1.85597
AT5G57910	NA	0	1	0.814913	0.176865	0.656773
AT5G57920	NA	0	1	-0.185087	0	0
AT5G57930	APO2	0	1	-0.600125	3.3877	3.08981
AT5G57940	CNGC5	0	1	-0.185087	0.928396	1.14918
AT5G57950	NA	0	1	-0.40748	1.65427	1.70639
AT5G57960	NA	0	1	-0.185087	0.475269	0.588291
AT5G57970	NA	0	1	0.814913	0	0.198631
AT5G57980	NRPB5L1	0	1	1.39988	0	0.870845
AT5G57990	UBP23	0	1	-0.538724	2.061	1.97133
AT5G58000	RTNLB21	-0.0151609	1	-0.0330842	1.01515	1.41362
AT5G58003	CPL4	0	1	-0.185087	0.652883	0.808144
AT5G58005	NA	0	1	0.0779471	1.23385	1.90909
AT5G58010	BHLH82	0	1	-0.185087	0	0
AT5G58020	NA	0	1	-0.185087	4.96571	6.1466
AT5G58030	NA	0	1	0.0373052	5.01117	7.29748
AT5G58040	FIPS5	0	1	-0.801759	1.49335	1.1763
AT5G58050	GDPDL6	0	1	0.814913	0	0.134999
AT5G58060	YKT61	-0.0244812	1	-0.863159	10.4305	7.94524
AT5G58070	TIL	0	1	0.246629	9.43139	15.8436
AT5G58080	ARR18	0	1	-0.185087	0	0
AT5G58090	NA	0	1	-0.355012	3.84995	4.21563
AT5G58100	NA	0	1	-0.533011	2.23606	2.15275
AT5G58110	NA	0	1	0.0559208	2.89106	4.29429
AT5G58120	NA	0	1	0.136841	0.568512	0.904767
AT5G58130	NA	0	1	0.0950206	1.52183	2.31845
AT5G58140	PHOT2	0	1	0.0290375	2.96828	4.26996
AT5G58150	NA	0	1	-1.03308	0.827932	0.51241
AT5G58160	FH13	0	1	0.345427	0.516288	0.958598
AT5G58170	GDPDL7	0	1	0.399875	0.108938	0.26969
AT5G58180	YKT62	0	1	0.814913	0	0.369836
AT5G58190	NA	0	1	0.0779471	0.590768	0.914072
AT5G58200	NA	0	1	-0.185087	1.33788	1.65603
AT5G58210	NA	0	1	-0.922053	0.62332	0.385775
AT5G58220	TTL	0	1	-0.848052	4.03252	3.05035
AT5G58230	MSI1	0	1	0.177483	2.28369	3.69654
AT5G58240	FHIT	0	1	-0.40748	1.83296	1.89071
AT5G58250	NA	6.58227	1	6.89936	25.621	4346.38
AT5G58260	ndhN	6.90888	1	7.26644	17.4879	3837.3
AT5G58270	ABCB25	0	1	-0.185087	2.56848	3.17929
AT5G58280	NA	0	1	1.81491	0	0.893588
AT5G58290	RPT3	0	1	-0.0228158	5.66301	7.86455
AT5G58300	NA	0	1	-0.837164	1.0694	0.794226
AT5G58310	MES18	0	1	0.177483	1.70699	2.81724
AT5G58320	NET4A	0	1	0.136841	0.345947	0.570954
AT5G58330	NA	0	1	0.267425	9.23536	15.7184
AT5G58340	NA	0	1	2.13684	0	0.743952
AT5G58350	WNK4	0	1	-0.600125	0.783486	0.692718
AT5G58360	OFP3	0	1	-0.185087	0.173323	0.214541
AT5G58370	NA	0	1	0.551878	0.246984	0.611436
AT5G58375	NA	0	1	-0.185087	2.08748	2.5839
AT5G58380	CIPK10	0	1	0.622268	0.413168	1.02284
AT5G58390	PER67	0	1	-1.09198	2.86455	1.77288
AT5G58400	PER68	0	1	-0.185087	0	0
AT5G58410	NA	0	1	-1.07817	1.1583	0.745551
AT5G58412	NA	0	1	-1.18509	0.48413	0
AT5G58420	RPS4D	0	1	-0.550372	19.0086	18.1958
AT5G58430	EXO70B1	1.97549	1	2.67741	2.50768	23.5019
AT5G58440	SNX2A	0	1	0.123035	2.37536	3.67529
AT5G58450	NA	0	1	-0.715602	1.0126	0.835599
AT5G58460	CHX25	0	1	-2.77005	0.527589	0
AT5G58465	p_MI0001001	0	1	-0.185087	0	0
AT5G58470	TAF15B	0	1	-0.114698	2.13749	2.78506
AT5G58480	NA	0	1	-0.922053	0.667375	0.413041
AT5G58490	NA	0	1	-1.07817	5.6764	3.65367
AT5G58495	NA	-1.299	1	-3.27255	55.734	4.31174
AT5G58500	LSH5	-1.2789	1	-2.70865	9.99506	1.92453
AT5G58510	NA	0	1	-0.77005	0.169568	0.104946
AT5G58520	NA	0	1	-1.40748	0.745139	0.307446
AT5G58530	NA	0	1	-0.922053	0.821976	0.508724
AT5G58540	NA	0	1	-0.185087	0.147922	0.183098
AT5G58550	NA	0	1	1.81491	0.0853666	0.739672
AT5G58560	FOLK	0	1	-0.391538	2.70746	2.87255
AT5G58570	NA	0	1	-0.185087	0	0
AT5G58575	NA	0	1	-1.18509	0.195374	0
AT5G58580	ATL63	0	1	0.814913	0	0.2284
AT5G58590	RANBP1C	0	1	0.00755781	3.26585	4.66442
AT5G58595	NA	0	1	-0.185087	0	0
AT5G58600	PMR5	-0.0151609	1	-0.0330842	1.41404	1.9691
AT5G58610	NA	0	1	-1.18509	0.0677667	0
AT5G58620	NA	-0.059555	1	-0.0696101	1.21783	1.64448
AT5G58630	NA	0	1	-0.185087	0	0
AT5G58640	NA	0	1	-0.448122	2.84602	2.88231
AT5G58650	PSY1	0	1	1.39988	0	1.61077
AT5G58660	NA	0	1	-0.185087	0	0
AT5G58670	PLC1	-0.0475824	1	-0.0595564	1.31995	1.79722
AT5G58680	NA	0	1	-0.185087	0	0
AT5G58690	PLC5	0	1	-1.18509	0.355269	0.146585
AT5G58700	PLC4	0	1	0.551878	0.226157	0.559878
AT5G58710	CYP20-1	0	1	-0.457167	18.6865	19.0917
AT5G58720	PIPC	0	1	1.07795	0.506448	1.72393
AT5G58730	NA	0	1	-0.185087	0.184758	0.228695
AT5G58740	NA	0	1	0.466989	2.04513	4.21913
AT5G58750	NA	0	1	0.814913	0	0.227372
AT5G58760	DDB2	0	1	1.81491	0	0.453286
AT5G58770	NA	0	1	0.0373052	2.36597	3.46108
AT5G58780	NA	0	1	-0.185087	0	0
AT5G58782	NA	0	1	-0.185087	0	0
AT5G58784	NA	0	1	2.13684	0	1.21708
AT5G58787	NA	0	1	1.13684	0.171348	0.848382
AT5G58790	NA	0	1	-0.185087	0	0
AT5G58800	NA	0	1	-0.644519	3.14578	2.72571
AT5G58820	SBT4.7	0	1	-0.185087	0	0
AT5G58830	SBT4.8	0	1	2.81491	0	1.11034
AT5G58840	SBT4.9	0	1	-1.18509	0.100188	0
AT5G58850	NA	1.43896	1	3.10031	0.608601	9.54218
AT5G58860	CYP86A1	0	1	-0.600125	0.459715	0.379359
AT5G58870	FTSH9	0	1	-0.185087	1.44309	1.78627
AT5G58880	NA	0	1	0.399875	0.0793655	0.196478
AT5G58890	AGL82	0	1	-0.185087	0	0
AT5G58900	NA	0	1	-1.77005	0.303063	0
AT5G58910	LAC16	0	1	-0.185087	0	0
AT5G58920	NA	0	1	-0.185087	1.37656	1.70392
AT5G58930	NA	0	1	-0.310618	1.44393	1.62483
AT5G58940	CRCK1	0	1	-2.50702	0.443191	0
AT5G58950	NA	0	1	-0.559483	4.05835	3.84147
AT5G58960	NA	0	1	-0.507015	2.9384	2.87942
AT5G58970	PUMP2	0	1	0.399875	1.06638	2.07424
AT5G58980	NA	0	1	-2.18509	0.356452	0
AT5G58990	NA	0	1	1.07795	1.05498	3.59113
AT5G59000	NA	0	1	-0.185087	0.398934	0.493803
AT5G59010	NA	0	1	-0.377732	0.861092	0.9136
AT5G59020	NA	0	1	0.0373052	0.475269	0.705949
AT5G59030	COPT1	0	1	-1.18509	1.13981	0.564346
AT5G59040	COPT3	0	1	-0.185087	0	0
AT5G59050	NA	0	1	1.07795	0.32321	1.1002
AT5G59055	NA	0	1	-1.18509	3.96717	0
AT5G59060	NA	0	1	-0.185087	0	0
AT5G59070	NA	0	1	-0.185087	0	0
AT5G59080	NA	0	1	-1.18509	0.0800102	0
AT5G59090	SBT4.12	0	1	0.814913	0.195574	0.605209
AT5G59100	SBT4.4	0	1	-1.77005	0.243509	0
AT5G59105	NA	0	1	-0.185087	0	0
AT5G59110	NA	0	1	-0.185087	0	0
AT5G59120	SBT4.13	0	1	1.62227	0.114852	0.852987
AT5G59130	SBT4.11	0	1	1.13684	0.321663	1.19447
AT5G59140	NA	0	1	0.177483	2.26098	3.73154
AT5G59150	RABA2D	0	1	-0.185087	1.34382	1.66339
AT5G59160	TOPP2	0	1	-0.0406974	2.56049	3.52154
AT5G59170	NA	0	1	-0.185087	0	0
AT5G59180	NRPB7	0	1	0.104419	2.27826	3.52506
AT5G59190	NA	0	1	0.814913	0	0.169819
AT5G59200	PCMP-E41	0	1	-0.185087	0.34855	0.431438
AT5G59210	NA	0	1	-1.35501	1.33553	0.619923
AT5G59220	NA	0	1	0.814913	0	0.169656
AT5G59230	NA	0	1	-0.185087	0	0
AT5G59240	RPS8B	0	1	0.814913	0	0.395484
AT5G59250	NA	0	1	-0.246488	3.25069	3.84878
AT5G59260	LECRK21	0	1	-0.185087	0	0
AT5G59270	NA	0	1	-0.185087	0	0
AT5G59280	APUM16	0	1	-1.18509	0.266701	0
AT5G59290	UXS3	0	1	-0.116375	5.83527	7.58409
AT5G59300	UBC7	0	1	-1.50702	2.28053	0.705715
AT5G59305	CLE46	0	1	0.814913	0.471347	1.75031
AT5G59310	LTP4	0	1	-0.639653	12.3891	11.0755
AT5G59320	LTP3	0	1	-0.741481	8.91453	7.35632
AT5G59330	NA	0	1	-0.185087	0	0
AT5G59340	WOX2	0	1	2.13684	0	1.10835
AT5G59350	NA	0	1	0.399875	0.496759	1.02482
AT5G59360	NA	0	1	0.399875	0.259906	0.643427
AT5G59370	ACT4	0.420441	1	2.03731	0.77915	5.20797
AT5G59380	MBD6	0	1	2.13684	0	1.29867
AT5G59385	NA	0	1	-0.185087	0	0
AT5G59390	NA	0	1	-1.77005	0.251662	0
AT5G59395	NA	0	1	-0.185087	0	0
AT5G59400	NA	0	1	-0.185087	0	0
AT5G59410	NA	0	1	-0.185087	0.340449	0.42141
AT5G59420	ORP3C	0	1	-0.185087	6.86549	8.49816
AT5G59430	TRP1	0	1	0.59252	0.601974	1.36607
AT5G59440	ZEU1	0	1	2.62227	0	1.53168
AT5G59450	SCL11	0	1	-0.355012	0.979045	1.06039
AT5G59460	NA	0	1	-0.77005	0.593222	0.367147
AT5G59470	NA	0	1	-0.185087	0.676063	0.836836
AT5G59480	NA	0	1	0.0950206	2.3237	3.54006
AT5G59490	NA	0	1	-0.185087	0.609033	0.753866
AT5G59500	NA	0	1	0.22995	1.22132	2.07867
AT5G59505	p_MI0001089	0	1	-0.185087	0	0
AT5G59510	NA	0	1	-0.185087	0	0
AT5G59520	ZIP2	0	1	-0.185087	0	0
AT5G59530	NA	0	1	2.39988	0	1.17151
AT5G59540	NA	0	1	0.284398	3.82276	6.62458
AT5G59550	DURF2	-0.022975	1	-1.86316	2.13907	0.706067
AT5G59560	SRR1	0	1	0.22995	0.385474	0.715715
AT5G59570	BOA	0	1	0.814913	0.234449	0.677139
AT5G59580	UGT76E1	0	1	-0.185087	0	0
AT5G59590	UGT76E2	0	1	-0.185087	0.164159	0.203197
AT5G59600	PCMP-E1	0	1	1.81491	0	0.515649
AT5G59610	NA	0	1	0.0373052	0.435422	0.646762
AT5G59613	NA	0	1	0.814913	4.64228	11.8305
AT5G59616	NA	0	1	-0.185087	0	0
AT5G59650	PAM74	0	1	0.814913	0	0.117815
AT5G59660	NA	0	1	-1.18509	0.106185	0
AT5G59662	NA	0	1	-0.185087	0	0
AT5G59670	NA	0	1	0.306766	2.76538	4.85846
AT5G59680	NA	0	1	-1.18509	0.263259	0.108622
AT5G59690	NA	0	1	0.15595	11.1187	17.5595
AT5G59700	NA	0	1	0.399875	0.0922003	0.228252
AT5G59710	VIP2	0	1	-0.600125	1.0356	0.932269
AT5G59720	HSP18.1	0	1	-1.18509	0.292062	0
AT5G59730	NA	0	1	0.30034	1.11966	2.00188
AT5G59732	NA	0	1	0.30034	1.13448	2.02838
AT5G59740	NA	0	1	-1.18509	0.186935	0
AT5G59750	RIBA3	0	1	1.27434	0.411382	1.69737
AT5G59760	NA	0	1	-0.185087	0	0
AT5G59770	NA	0	1	-1.77005	1.3839	0.3426
AT5G59780	MYB59	0	1	0.399875	0.179872	0.445293
AT5G59790	NA	0	1	0.814913	0.137062	0.508968
AT5G59800	MBD7	0	1	-2.50702	0.80235	0
AT5G59810	SBT5.4	0	1	0.814913	0	0.134384
AT5G59820	ZAT12	0	1	-0.600125	0.873506	0.720822
AT5G59830	NA	0	1	-1.18509	2.65345	1.54563
AT5G59840	NA	0	1	-0.185087	2.07317	2.56618
AT5G59845	GASA10	0	1	-0.185087	0	0
AT5G59850	RPS15AA	0	1	-0.396591	14.501	15.4449
AT5G59860	NA	0	1	-0.185087	0	0
AT5G59865	NA	0	1	-0.185087	0	0
AT5G59870	NA	0	1	0.15595	5.12681	8.15915
AT5G59880	ADF3	-0.0626912	1	-0.580225	28.2956	26.5449
AT5G59890	ADF4	-0.207821	1	-1.05384	7.94511	5.27706
AT5G59895	NA	-0.451033	1	-2.12369	34.3388	9.66019
AT5G59900	NA	0	1	-0.185087	0	0
AT5G59910	NA	0	1	-0.265258	16.2142	18.9703
AT5G59920	NA	0	1	0.0373052	0.551209	0.818749
AT5G59930	NA	0	1	-0.185087	0	0
AT5G59940	NA	0	1	1.39988	0	0.313026
AT5G59945	NA	0	1	-0.185087	0	0
AT5G59950	ALY1	0	1	-0.600125	6.01159	5.52774
AT5G59960	NA	0	1	-0.962695	1.52895	1.0323
AT5G59970	NA	0	1	-0.419553	6.03681	6.29256
AT5G59980	NA	0	1	1.13684	0.119764	0.592978
AT5G59990	NA	0.323161	1	2.39988	0.185719	2.52873
AT5G60000	NA	0	1	-0.185087	0	0
AT5G60010	RBOHH	0	1	1.39988	0	0.224913
AT5G60020	LAC17	0	1	-0.185087	2.05002	2.53753
AT5G60022	NA	0	1	0.551878	1.14529	2.55178
AT5G60030	NA	0	1	0.66291	0.985803	2.44047
AT5G60040	NRPC1	0	1	-0.185087	0.23719	0.293596
AT5G60050	NA	0	1	-0.185087	0.43322	0.536243
AT5G60060	NA	0	1	-0.185087	0	0
AT5G60070	NA	0	1	-0.185087	0	0
AT5G60080	NA	0	1	-1.18509	0.251884	0
AT5G60090	NA	0	1	-0.185087	0.192998	0.238894
AT5G60100	APRR3	0	1	-0.322591	1.01831	1.13443
AT5G60110	APUM18	0	1	0.814913	0	0.359312
AT5G60120	TOE2	0	1	-1.18509	0.095819	0
AT5G60130	NA	0	1	-1.77005	0.390214	0
AT5G60140	NA	0	1	-0.185087	0	0
AT5G60142	NA	0	1	-0.185087	0.366906	0.454159
AT5G60150	NA	0	1	0.399875	0.0669565	0.165759
AT5G60160	NA	0	1	0.399875	1.74072	3.32996
AT5G60170	NA	0	1	-2.05956	0.814011	0.201518
AT5G60180	APUM19	0	1	-0.185087	0	0
AT5G60190	NEDP1	0	1	0.814913	0	0.298617
AT5G60200	DOF5.3	0	1	-2.18509	0.530923	0
AT5G60210	ICR3	0	1	-0.563599	0.769737	0.71459
AT5G60215	NA	0	1	-1.18509	1.42108	0
AT5G60220	TET4	0	1	-0.185087	0	0
AT5G60230	SEN2	0	1	-1.18509	0.177856	0
AT5G60240	NA	0	1	-1.18509	1.76319	0
AT5G60250	NA	0	1	-0.600125	0.615975	0.544613
AT5G60260	NA	0	1	0.814913	0	0.655961
AT5G60265	NA	-1.72674	1	-4.64452	12.1179	0
AT5G60270	LECRK17	0	1	-0.185087	0.123066	0.152332
AT5G60280	LECRK18	0	1	0.814913	0	0.152925
AT5G60285	NA	0	1	-0.185087	3.52638	4.36498
AT5G60290	NA	0	1	-1.77005	1.23652	0
AT5G60300	LECRK19	0	1	0.399875	0.262453	0.541444
AT5G60310	LECRK110	0	1	-1.18509	0.1336	0
AT5G60320	LECRK111	0	1	-0.77005	0.281693	0.174341
AT5G60335	NA	0	1	-0.185087	0	0
AT5G60340	AAK6	0	1	-0.533011	3.75078	3.57134
AT5G60350	NA	0	1	-0.185087	0	0
AT5G60360	ALEU	-0.37392	1	-0.615164	71.4489	65.5914
AT5G60370	NA	0	1	-1.18509	0.153156	0
AT5G60380	NA	0	1	-0.185087	0	0
AT5G60390	A3	-0.372616	1	-0.536612	116.343	112.836
AT5G60400	NA	0	1	0.492985	0.850109	1.84147
AT5G60408	p_MI0001002	0	1	-0.185087	0	0
AT5G60410	SIZ1	0	1	-0.329477	1.5113	1.68363
AT5G60430	NA	0	1	-0.185087	0	0
AT5G60440	AGL62	0	1	-1.77005	0.279488	0
AT5G60450	ARF4	4.81766	1	5.51389	1.57375	106.707
AT5G60460	NA	0	1	-0.377732	1.41906	1.50559
AT5G60470	IDD13	0	1	-0.185087	0	0
AT5G60480	ZHD12	0	1	-0.185087	0	0
AT5G60490	FLA12	0	1	0.0779471	1.87508	2.83676
AT5G60500	NA	0	1	-1.50702	1.11035	0.343599
AT5G60510	NA	0	1	1.39988	0.225088	1.39308
AT5G60520	NA	0	1	0.814913	0	0.265637
AT5G60530	NA	0	1	0.814913	0	0.198297
AT5G60540	PDX2	0	1	-0.33709	4.62274	5.11974
AT5G60550	GRIK2	3.42814	1	4.76245	0.878882	38.9826
AT5G60553	NA	0	1	0.814913	0	0.906572
AT5G60560	NA	0	1	-0.185087	0	0
AT5G60570	NA	0	1	0.879043	1.27573	3.47404
AT5G60580	NA	0	1	0.22995	0.229519	0.426151
AT5G60590	NA	0	1	1.39988	0.868196	3.76131
AT5G60600	ISPG	0	1	0.0981604	17.4123	26.2535
AT5G60610	NA	0	1	0.814913	0	0.21906
AT5G60615	NA	0	1	-0.185087	0	0
AT5G60620	NA	-0.0475824	1	-0.0595564	2.04318	2.78197
AT5G60630	NA	0	1	-0.185087	0	0
AT5G60640	PDIL1-4	0	1	-0.393674	6.31994	6.74914
AT5G60650	NA	0	1	-0.185087	0.460704	0.570263
AT5G60660	PIP2-4	0	1	0.136841	0.591788	0.976693
AT5G60670	RPL12C	0	1	-0.26309	4.69111	5.4841
AT5G60680	NA	0	1	-0.185087	1.98512	2.45719
AT5G60690	REV	0	1	0.551878	0.644778	1.39669
AT5G60700	NA	0	1	-1.18509	0.0927994	0
AT5G60710	NA	0	1	-0.448122	2.36063	2.41383
AT5G60720	NA	0	1	-0.185087	0.118325	0.146464
AT5G60730	NA	0	1	-1.18509	0.565244	0.233221
AT5G60740	ABCG28	0	1	1.13684	0.0743264	0.368007
AT5G60750	NA	0	1	-0.69966	1.73581	1.4324
AT5G60760	NA	0	1	1.39988	0	0.24978
AT5G60770	NRT2.4	0	1	-0.185087	0	0
AT5G60780	NRT2.3	0	1	0.814913	0	0.183956
AT5G60790	ABCF1	0	1	-0.367951	9.36328	10.1936
AT5G60800	HIPP3	0	1	0.689382	1.03491	2.56205
AT5G60805	NA	0	1	-0.185087	0	0
AT5G60810	RGF1	0	1	-0.185087	0	0
AT5G60820	NA	0	1	1.39988	0.173323	1.0727
AT5G60830	NA	0	1	-0.185087	0	0
AT5G60840	NA	0	1	0.814913	0.268961	0.998766
AT5G60850	DOF5.4	0	1	-0.822517	1.98253	1.51015
AT5G60860	RABA1F	0	1	-0.670514	1.63845	1.35206
AT5G60870	NA	0	1	1.81491	0.342285	2.33025
AT5G60880	BASL	0	1	0.814913	0	0.278615
AT5G60890	MYB34	0	1	-1.18509	0.160741	0
AT5G60900	NA	0	1	-0.507015	0.397684	0.369192
AT5G60910	AGL8	0	1	-0.377732	1.5345	1.62807
AT5G60920	COB	0	1	0.122094	7.17493	11.0249
AT5G60930	KIN4C	0	1	-0.547657	0.504324	0.468192
AT5G60940	CSTF50	0	1	0.0373052	0.721669	1.07194
AT5G60945	NA	0	1	-0.185087	0.728665	0.901947
AT5G60950	COBL5	0	1	-0.448122	1.3335	1.3205
AT5G60960	PNM1	0	1	0.0779471	2.05705	3.09186
AT5G60963	NA	-0.212433	1	-1.18509	129.123	77.4933
AT5G60964	NA	0	1	-0.185087	0	0
AT5G60966	NA	-2.10424	1	-3.37095	357.046	44.1954
AT5G60970	TCP5	0	1	-1.77005	0.340449	0
AT5G60980	NA	0	1	-0.0330842	1.8968	2.6241
AT5G60990	RH10	0	1	0.93039	0.778725	2.31339
AT5G61000	RPA1D	0	1	-0.950622	1.98101	1.37931
AT5G61010	NA	-0.0330828	1	-0.0475837	0.779009	1.0714
AT5G61020	NA	0	1	-0.324812	8.56241	9.60499
AT5G61030	RBG3	0	1	-0.659018	4.36642	3.82839
AT5G61040	NA	0	1	0.814913	0	0.144018
AT5G61050	NA	0.749706	1	1.6478	5.64499	26.0863
AT5G61060	HDA5	0	1	-1.50702	1.59701	0.705996
AT5G61070	HDA18	0	1	-1.77005	0.252106	0
AT5G61090	NA	0	1	0.399875	0.116968	0.289568
AT5G61100	NA	0	1	-0.185087	0	0
AT5G61110	NA	0	1	-0.185087	0	0
AT5G61120	NA	0	1	0.814913	0	0.194372
AT5G61130	PDCB1	-0.0919765	1	-0.0976244	3.95984	5.22829
AT5G61140	BRR2C	0	1	-0.507015	1.22211	1.19976
